x	sale.date	sales.rep	rep.sex	rep.region	rep.feedback	wine	type	cost	unit.price	units.sold	income	expenses	year
698	12/18/2011	Karry Noell	0	East	4	Sauvignon Blanc	white	2.697	8.99	10	89.9	5.9115	2011
2271	12/18/2011	Kym Velarde	0	East	6	Shiraz	red	6.051	20.17	30	605.1	13.482	2011
4363	12/18/2011	Clement Arias	1	North	5	Chardonnay	white	3.15	11.45	9	103.05	5.35	2011
854	12/18/2011	Shameka Mertes	0	North	6	Merlot	red	2.229	8.38	15	125.7	4.28	2011
3317	12/18/2011	Yolando Galicia	0	North	6	Sauvignon Blanc	white	2.697	9.94	10	99.4	4.94	2011
4923	12/18/2011	Mamie Fullington	0	South	7	Pinot Gris	white	3.741	12.35	8	98.8	6.498	2011
4718	12/19/2011	Clement Arias	1	North	7	Cabernet Sauvignon	red	3.624	13.03	23	299.69	7.72	2011
4771	12/19/2011	Clement Arias	1	North	6	Cabernet Sauvignon	red	3.624	13.03	18	234.54	6.7	2011
9324	12/19/2011	Clement Arias	1	North	6	Shiraz	red	6.051	21.12	8	168.96	9.84	2011
5788	12/19/2011	Shameka Mertes	0	North	4	Merlot	red	2.229	8.38	17	142.46	5.08	2011
472	12/19/2011	Lavera Mccallie	0	South	7	Cabernet Sauvignon	red	3.624	11.96	14	167.44	5.7855	2011
8557	12/20/2011	Lolita Wass	0	Central	5	Cabernet Sauvignon	red	3.624	11.65	14	163.1	6.13	2011
9725	12/20/2011	Aiko Hamsher	0	East	5	Cabernet Sauvignon	red	3.624	12.08	15	181.2	6.825	2011
7991	12/20/2011	Lavera Mccallie	0	South	8	Chardonnay	white	3.15	10.38	17	176.46	5.8425	2011
299	12/20/2011	Lavera Mccallie	0	South	6	Merlot	red	2.229	7.31	22	160.82	4.769	2011
7725	12/20/2011	Lavera Mccallie	0	South	6	Shiraz	red	6.051	20.05	20	401	9.4715	2011
3485	12/20/2011	Tori Hastie	0	South	6	Merlot	red	2.229	7.31	18	131.58	4.712	2011
3971	12/21/2011	Kym Velarde	0	East	5	Merlot	red	2.229	7.43	23	170.89	5.4915	2011
8531	12/21/2011	Kym Velarde	0	East	5	Sauvignon Blanc	white	2.697	8.99	13	116.87	5.4915	2011
9109	12/21/2011	Clement Arias	1	North	6	Chardonnay	white	3.15	11.45	16	183.2	6.44	2011
2074	12/21/2011	Tori Hastie	0	South	6	Cabernet Sauvignon	red	3.624	11.96	15	179.4	5.586	2011
6433	12/21/2011	Bianca Suchan	0	West	4	Pinot Gris	white	3.741	12.47	23	286.81	7.7724	2011
129	12/22/2011	Aiko Hamsher	0	East	5	Chardonnay	white	3.15	10.5	12	126	6.0585	2011
7297	12/22/2011	Eura Begay	0	North	6	Pinot Gris	white	3.741	13.42	27	362.34	8.43	2011
2568	12/22/2011	Bianca Suchan	0	West	6	Pinot Gris	white	3.741	12.47	25	311.75	8.0478	2011
5302	12/23/2011	Dannette Saltsman	0	Central	6	Cabernet Sauvignon	red	3.624	11.65	12	139.8	5.79	2011
6031	12/23/2011	Aiko Hamsher	0	East	6	Chardonnay	white	3.15	10.5	5	52.5	5.439	2011
1595	12/23/2011	Aiko Hamsher	0	East	8	Sauvignon Blanc	white	2.697	8.99	12	107.88	5.103	2011
4159	12/23/2011	Kym Velarde	0	East	6	Sauvignon Blanc	white	2.697	8.99	9	80.91	4.3785	2011
3251	12/23/2011	Kym Velarde	0	East	8	Shiraz	red	6.051	20.17	19	383.23	11.6655	2011
2225	12/23/2011	Shameka Mertes	0	North	6	Merlot	red	2.229	8.38	13	108.94	4.85	2011
3497	12/23/2011	Shameka Mertes	0	North	7	Merlot	red	2.229	8.38	13	108.94	4.24	2011
4161	12/23/2011	Jewel Copas	1	South	6	Cabernet Sauvignon	red	3.624	11.96	11	131.56	6.2225	2011
9509	12/23/2011	Lavera Mccallie	0	South	5	Chardonnay	white	3.15	10.38	24	249.12	5.5955	2011
3991	12/24/2011	Aiko Hamsher	0	East	6	Merlot	red	2.229	7.43	24	178.32	5.418	2011
5627	12/24/2011	Shameka Mertes	0	North	7	Riesling	white	2.097	7.94	14	111.16	4.8	2011
4009	12/24/2011	Lavera Mccallie	0	South	7	Pinot Gris	white	3.741	12.35	13	160.55	6.479	2011
4034	12/24/2011	Mamie Fullington	0	South	7	Sauvignon Blanc	white	2.697	8.87	19	168.53	4.959	2011
9083	12/24/2011	Deloras Mcfetridge	0	West	7	Chardonnay	white	3.15	10.5	13	136.5	5.457	2011
8087	12/24/2011	Deloras Mcfetridge	0	West	6	Merlot	red	2.229	7.43	22	163.46	4.9062	2011
4941	12/25/2011	Lolita Wass	0	Central	6	Pinot Gris	white	3.741	12.04	8	96.32	6.29	2011
9194	12/25/2011	Kym Velarde	0	East	5	Merlot	red	2.229	7.43	12	89.16	4.2735	2011
4794	12/25/2011	Deloras Mcfetridge	0	West	5	Merlot	red	2.229	7.43	2	14.86	3.7026	2011
4769	12/26/2011	Virgilio Mcelligott	1	Central	6	Chardonnay	white	3.15	10.07	18	181.26	5.52	2011
7145	12/26/2011	Aiko Hamsher	0	East	7	Merlot	red	2.229	7.43	19	141.17	5.334	2011
1637	12/26/2011	Ben Gerry	1	East	7	Cabernet Sauvignon	red	3.624	12.08	19	229.52	7.539	2011
5863	12/26/2011	Karry Noell	0	East	7	Pinot Gris	white	3.741	12.47	9	112.23	6.9195	2011
1440	12/26/2011	Mamie Fullington	0	South	4	Cabernet Sauvignon	red	3.624	11.96	13	155.48	5.9755	2011
652	12/26/2011	Bianca Suchan	0	West	6	Chardonnay	white	3.15	10.5	34	357	7.1706	2011
5710	12/26/2011	Deloras Mcfetridge	0	West	7	Chardonnay	white	3.15	10.5	12	126	5.0898	2011
5248	12/27/2011	Dannette Saltsman	0	Central	5	Merlot	red	2.229	7	4	28	3.55	2011
4084	12/27/2011	Nilda Hypolite	0	Central	5	Chardonnay	white	3.15	10.07	12	120.84	5.53	2011
7830	12/27/2011	Kym Velarde	0	East	5	Pinot Gris	white	3.741	12.47	19	236.93	7.497	2011
8951	12/27/2011	Yolando Galicia	0	North	5	Sauvignon Blanc	white	2.697	9.94	17	168.98	5.59	2011
1626	12/28/2011	Dannette Saltsman	0	Central	7	Pinot Gris	white	3.741	12.04	18	216.72	7.24	2011
718	12/28/2011	Dannette Saltsman	0	Central	6	Riesling	white	2.097	6.56	17	111.52	4.68	2011
9535	12/28/2011	Karry Noell	0	East	6	Cabernet Sauvignon	red	3.624	12.08	9	108.72	6.741	2011
1492	12/28/2011	Karry Noell	0	East	7	Merlot	red	2.229	7.43	9	66.87	4.5255	2011
1326	12/28/2011	Kym Velarde	0	East	7	Merlot	red	2.229	7.43	22	163.46	5.3865	2011
5464	12/28/2011	Kym Velarde	0	East	6	Sauvignon Blanc	white	2.697	8.99	13	116.87	4.8615	2011
7869	12/28/2011	Deloras Mcfetridge	0	West	7	Merlot	red	2.229	7.43	21	156.03	5.6202	2011
152	12/28/2011	Vicki Kilkenny	0	West	7	Chardonnay	white	3.15	10.5	16	168	6.4158	2011
5457	12/29/2011	Dannette Saltsman	0	Central	4	Merlot	red	2.229	7	20	140	4.68	2011
9350	12/29/2011	Aiko Hamsher	0	East	5	Cabernet Sauvignon	red	3.624	12.08	11	132.88	7.077	2011
4690	12/29/2011	Shameka Mertes	0	North	4	Pinot Gris	white	3.741	13.42	20	268.4	7.65	2011
4994	12/29/2011	Yolando Galicia	0	North	4	Sauvignon Blanc	white	2.697	9.94	12	119.28	5.14	2011
7503	12/29/2011	Jewel Copas	1	South	7	Shiraz	red	6.051	20.05	7	140.35	8.3505	2011
892	12/29/2011	Vicki Kilkenny	0	West	8	Merlot	red	2.229	7.43	2	14.86	3.9882	2011
7558	12/30/2011	Dannette Saltsman	0	Central	6	Sauvignon Blanc	white	2.697	8.56	14	119.84	5.28	2011
8609	12/30/2011	Nilda Hypolite	0	Central	4	Shiraz	red	6.051	19.74	21	414.54	11.59	2011
7601	12/30/2011	Kym Velarde	0	East	6	Chardonnay	white	3.15	10.5	8	84	4.998	2011
9651	12/30/2011	Kym Velarde	0	East	6	Pinot Gris	white	3.741	12.47	15	187.05	6.8775	2011
1986	12/30/2011	Clement Arias	1	North	8	Chardonnay	white	3.15	11.45	18	206.1	6.6	2011
9201	12/30/2011	Eura Begay	0	North	7	Cabernet Sauvignon	red	3.624	13.03	25	325.75	7.19	2011
1982	12/30/2011	Shameka Mertes	0	North	5	Merlot	red	2.229	8.38	14	117.32	5	2011
7872	12/30/2011	Lavera Mccallie	0	South	6	Chardonnay	white	3.15	10.38	9	93.42	4.997	2011
8862	12/30/2011	Mamie Fullington	0	South	6	Chardonnay	white	3.15	10.38	17	176.46	5.054	2011
132	12/30/2011	Tori Hastie	0	South	7	Pinot Gris	white	3.741	12.35	18	222.3	6.9065	2011
1456	12/30/2011	Bianca Suchan	0	West	6	Chardonnay	white	3.15	10.5	14	147	5.7222	2011
6900	12/30/2011	Deloras Mcfetridge	0	West	6	Pinot Gris	white	3.741	12.47	29	361.63	7.0686	2011
492	12/30/2011	Deloras Mcfetridge	0	West	6	Riesling	white	2.097	6.99	20	139.8	5.1918	2011
3938	12/30/2011	Vicki Kilkenny	0	West	4	Chardonnay	white	3.15	10.5	22	231	5.9466	2011
1872	12/31/2011	Virgilio Mcelligott	1	Central	7	Merlot	red	2.229	7	15	105	4.74	2011
8837	12/31/2011	Aiko Hamsher	0	East	7	Shiraz	red	6.051	20.17	14	282.38	9.7755	2011
882	12/31/2011	Ben Gerry	1	East	4	Merlot	red	2.229	7.43	17	126.31	4.5675	2011
7523	12/31/2011	Eura Begay	0	North	6	Cabernet Sauvignon	red	3.624	13.03	13	169.39	7.48	2011
9919	12/31/2011	Jewel Copas	1	South	6	Pinot Gris	white	3.741	12.35	9	111.15	5.9565	2011
2666	12/31/2011	Tori Hastie	0	South	7	Riesling	white	2.097	6.87	23	158.01	4.9685	2011
6081	12/31/2011	Deloras Mcfetridge	0	West	6	Pinot Gris	white	3.741	12.47	16	199.52	7.8234	2011
6129	12/31/2011	Deloras Mcfetridge	0	West	7	Pinot Gris	white	3.741	12.47	10	124.7	6.7218	2011
662	12/31/2011	Vicki Kilkenny	0	West	7	Cabernet Sauvignon	red	3.624	12.08	7	84.56	6.069	2011
7591	1/1/2012	Ben Gerry	1	East	7	Cabernet Sauvignon	red	3.624	12.08	18	217.44	8.316	2012
5060	1/1/2012	Shameka Mertes	0	North	8	Merlot	red	2.229	8.38	15	125.7	3.99	2012
9051	1/1/2012	Deloras Mcfetridge	0	West	7	Merlot	red	2.229	7.43	27	200.61	5.6712	2012
3769	1/2/2012	Nilda Hypolite	0	Central	8	Sauvignon Blanc	white	2.697	8.56	27	231.12	6.67	2012
690	1/2/2012	Karry Noell	0	East	5	Cabernet Sauvignon	red	3.624	12.08	32	386.56	8.925	2012
5292	1/2/2012	Clement Arias	1	North	6	Pinot Gris	white	3.741	13.42	18	241.56	7.67	2012
329	1/3/2012	Dannette Saltsman	0	Central	6	Pinot Gris	white	3.741	12.04	13	156.52	6.82	2012
2513	1/3/2012	Dannette Saltsman	0	Central	6	Pinot Gris	white	3.741	12.04	26	313.04	6.71	2012
2151	1/3/2012	Nilda Hypolite	0	Central	7	Chardonnay	white	3.15	10.07	17	171.19	6.5	2012
9131	1/3/2012	Kym Velarde	0	East	7	Cabernet Sauvignon	red	3.624	12.08	15	181.2	7.0665	2012
2749	1/3/2012	Tori Hastie	0	South	6	Merlot	red	2.229	7.31	12	87.72	3.9615	2012
8749	1/3/2012	Bianca Suchan	0	West	6	Chardonnay	white	3.15	10.5	10	105	5.559	2012
7544	1/4/2012	Karry Noell	0	East	5	Pinot Gris	white	3.741	12.47	7	87.29	5.775	2012
4279	1/4/2012	Kym Velarde	0	East	7	Merlot	red	2.229	7.43	25	185.75	5.481	2012
7576	1/4/2012	Clement Arias	1	North	5	Merlot	red	2.229	8.38	26	217.88	5.96	2012
8273	1/5/2012	Aiko Hamsher	0	East	7	Cabernet Sauvignon	red	3.624	12.08	18	217.44	7.4235	2012
2153	1/5/2012	Karry Noell	0	East	7	Merlot	red	2.229	7.43	23	170.89	5.1555	2012
6708	1/5/2012	Clement Arias	1	North	5	Merlot	red	2.229	8.38	9	75.42	3.88	2012
6695	1/5/2012	Eura Begay	0	North	6	Chardonnay	white	3.15	11.45	12	137.4	6.1	2012
1123	1/6/2012	Nilda Hypolite	0	Central	5	Merlot	red	2.229	7	22	154	5.29	2012
2719	1/6/2012	Virgilio Mcelligott	1	Central	6	Chardonnay	white	3.15	10.07	5	50.35	5.22	2012
6890	1/6/2012	Virgilio Mcelligott	1	Central	8	Chardonnay	white	3.15	10.07	4	40.28	4.83	2012
6894	1/6/2012	Karry Noell	0	East	6	Pinot Gris	white	3.741	12.47	10	124.7	6.846	2012
3520	1/6/2012	Clement Arias	1	North	6	Chardonnay	white	3.15	11.45	23	263.35	5.49	2012
8258	1/6/2012	Clement Arias	1	North	5	Merlot	red	2.229	8.38	20	167.6	5.51	2012
836	1/6/2012	Yolando Galicia	0	North	4	Cabernet Sauvignon	red	3.624	13.03	8	104.24	6.51	2012
1645	1/6/2012	Yolando Galicia	0	North	7	Pinot Gris	white	3.741	13.42	24	322.08	7.78	2012
1531	1/6/2012	Deloras Mcfetridge	0	West	5	Cabernet Sauvignon	red	3.624	12.08	12	144.96	6.4362	2012
4749	1/6/2012	Deloras Mcfetridge	0	West	5	Cabernet Sauvignon	red	3.624	12.08	18	217.44	7.0482	2012
5745	1/6/2012	Deloras Mcfetridge	0	West	6	Riesling	white	2.097	6.99	5	34.95	3.621	2012
3336	1/6/2012	Lesia Belt	0	West	5	Cabernet Sauvignon	red	3.624	12.08	9	108.72	6.9768	2012
6566	1/7/2012	Lolita Wass	0	Central	6	Merlot	red	2.229	7	16	112	4.51	2012
8194	1/7/2012	Nilda Hypolite	0	Central	6	Cabernet Sauvignon	red	3.624	11.65	27	314.55	8.07	2012
9217	1/7/2012	Ben Gerry	1	East	5	Shiraz	red	6.051	20.17	33	665.61	13.5345	2012
4096	1/7/2012	Eura Begay	0	North	6	Shiraz	red	6.051	21.12	18	380.16	9.66	2012
5989	1/7/2012	Mamie Fullington	0	South	5	Pinot Gris	white	3.741	12.35	10	123.5	5.833	2012
6953	1/7/2012	Bianca Suchan	0	West	6	Merlot	red	2.229	7.43	9	66.87	4.1922	2012
5784	1/8/2012	Dannette Saltsman	0	Central	5	Cabernet Sauvignon	red	3.624	11.65	18	209.7	7.41	2012
1075	1/8/2012	Kym Velarde	0	East	4	Chardonnay	white	3.15	10.5	19	199.5	6.426	2012
8588	1/8/2012	Clement Arias	1	North	7	Riesling	white	2.097	7.94	17	134.98	4.97	2012
3143	1/8/2012	Tori Hastie	0	South	7	Merlot	red	2.229	7.31	11	80.41	4.56	2012
748	1/9/2012	Dannette Saltsman	0	Central	8	Chardonnay	white	3.15	10.07	13	130.91	5.55	2012
1113	1/9/2012	Virgilio Mcelligott	1	Central	7	Merlot	red	2.229	7	17	119	4.33	2012
1688	1/9/2012	Ben Gerry	1	East	5	Merlot	red	2.229	7.43	30	222.9	6.111	2012
4974	1/9/2012	Karry Noell	0	East	5	Cabernet Sauvignon	red	3.624	12.08	29	350.32	8.064	2012
5113	1/9/2012	Shameka Mertes	0	North	6	Riesling	white	2.097	7.94	26	206.44	5.54	2012
1854	1/9/2012	Jewel Copas	1	South	6	Chardonnay	white	3.15	10.38	6	62.28	4.2845	2012
9860	1/9/2012	Jewel Copas	1	South	5	Pinot Gris	white	3.741	12.35	14	172.9	6.2035	2012
3672	1/9/2012	Tori Hastie	0	South	5	Chardonnay	white	3.15	10.38	10	103.8	5.662	2012
1355	1/10/2012	Virgilio Mcelligott	1	Central	9	Merlot	red	2.229	7	12	84	4.8	2012
9215	1/10/2012	Ben Gerry	1	East	6	Chardonnay	white	3.15	10.5	20	210	7.0455	2012
3439	1/10/2012	Karry Noell	0	East	5	Chardonnay	white	3.15	10.5	15	157.5	5.649	2012
1404	1/11/2012	Karry Noell	0	East	6	Cabernet Sauvignon	red	3.624	12.08	15	181.2	6.405	2012
1022	1/11/2012	Kym Velarde	0	East	7	Pinot Gris	white	3.741	12.47	14	174.58	6.636	2012
4975	1/11/2012	Yolando Galicia	0	North	7	Cabernet Sauvignon	red	3.624	13.03	9	117.27	6.25	2012
4339	1/11/2012	Yolando Galicia	0	North	6	Pinot Gris	white	3.741	13.42	24	322.08	7.72	2012
9497	1/11/2012	Jewel Copas	1	South	3	Merlot	red	2.229	7.31	6	43.86	3.6005	2012
2627	1/11/2012	Lavera Mccallie	0	South	5	Shiraz	red	6.051	20.05	13	260.65	9.899	2012
9173	1/11/2012	Bianca Suchan	0	West	5	Merlot	red	2.229	7.43	7	52.01	3.6006	2012
6481	1/11/2012	Vicki Kilkenny	0	West	4	Merlot	red	2.229	7.43	8	59.44	3.5394	2012
5763	1/12/2012	Lolita Wass	0	Central	7	Pinot Gris	white	3.741	12.04	12	144.48	6.54	2012
8374	1/12/2012	Karry Noell	0	East	6	Sauvignon Blanc	white	2.697	8.99	16	143.84	5.733	2012
9146	1/12/2012	Clement Arias	1	North	6	Sauvignon Blanc	white	2.697	9.94	7	69.58	5.04	2012
6800	1/12/2012	Lesia Belt	0	West	7	Cabernet Sauvignon	red	3.624	12.08	18	217.44	6.6606	2012
3749	1/13/2012	Aiko Hamsher	0	East	7	Chardonnay	white	3.15	10.5	25	262.5	6.9405	2012
8275	1/13/2012	Aiko Hamsher	0	East	7	Merlot	red	2.229	7.43	19	141.17	4.9875	2012
9809	1/13/2012	Karry Noell	0	East	5	Pinot Gris	white	3.741	12.47	20	249.4	8.064	2012
2576	1/13/2012	Kym Velarde	0	East	8	Cabernet Sauvignon	red	3.624	12.08	10	120.8	6.6045	2012
2001	1/13/2012	Jewel Copas	1	South	5	Pinot Gris	white	3.741	12.35	12	148.2	6.08	2012
2795	1/13/2012	Lavera Mccallie	0	South	5	Merlot	red	2.229	7.31	14	102.34	4.389	2012
1957	1/13/2012	Mamie Fullington	0	South	6	Merlot	red	2.229	7.31	12	87.72	3.705	2012
6282	1/13/2012	Tori Hastie	0	South	6	Riesling	white	2.097	6.87	18	123.66	4.4745	2012
9103	1/14/2012	Nilda Hypolite	0	Central	7	Riesling	white	2.097	6.56	7	45.92	3.53	2012
742	1/14/2012	Nilda Hypolite	0	Central	5	Sauvignon Blanc	white	2.697	8.56	7	59.92	5.26	2012
5820	1/14/2012	Virgilio Mcelligott	1	Central	5	Merlot	red	2.229	7	16	112	3.83	2012
9613	1/14/2012	Aiko Hamsher	0	East	7	Cabernet Sauvignon	red	3.624	12.08	21	253.68	7.644	2012
338	1/14/2012	Aiko Hamsher	0	East	5	Chardonnay	white	3.15	10.5	19	199.5	6.993	2012
3403	1/14/2012	Kym Velarde	0	East	7	Merlot	red	2.229	7.43	28	208.04	5.607	2012
1579	1/14/2012	Eura Begay	0	North	6	Cabernet Sauvignon	red	3.624	13.03	16	208.48	7.78	2012
9061	1/14/2012	Eura Begay	0	North	6	Cabernet Sauvignon	red	3.624	13.03	10	130.3	6.36	2012
35	1/14/2012	Eura Begay	0	North	6	Sauvignon Blanc	white	2.697	9.94	14	139.16	5.1	2012
8366	1/14/2012	Mamie Fullington	0	South	5	Cabernet Sauvignon	red	3.624	11.96	16	191.36	7.524	2012
886	1/14/2012	Tori Hastie	0	South	5	Cabernet Sauvignon	red	3.624	11.96	14	167.44	6.3365	2012
5765	1/14/2012	Tori Hastie	0	South	7	Pinot Gris	white	3.741	12.35	18	222.3	6.023	2012
3230	1/14/2012	Bianca Suchan	0	West	6	Merlot	red	2.229	7.43	32	237.76	6.0996	2012
9199	1/15/2012	Dannette Saltsman	0	Central	6	Sauvignon Blanc	white	2.697	8.56	19	162.64	5.26	2012
2560	1/15/2012	Aiko Hamsher	0	East	8	Pinot Gris	white	3.741	12.47	19	236.93	7.287	2012
1225	1/15/2012	Ben Gerry	1	East	6	Chardonnay	white	3.15	10.5	29	304.5	6.9615	2012
7922	1/15/2012	Bianca Suchan	0	West	6	Sauvignon Blanc	white	2.697	8.99	23	206.77	6.1608	2012
9605	1/16/2012	Dannette Saltsman	0	Central	5	Chardonnay	white	3.15	10.07	7	70.49	4.95	2012
4050	1/16/2012	Nilda Hypolite	0	Central	6	Sauvignon Blanc	white	2.697	8.56	40	342.4	6.96	2012
2169	1/16/2012	Eura Begay	0	North	7	Merlot	red	2.229	8.38	22	184.36	5.31	2012
7180	1/16/2012	Shameka Mertes	0	North	6	Shiraz	red	6.051	21.12	19	401.28	10.98	2012
627	1/16/2012	Yolando Galicia	0	North	6	Sauvignon Blanc	white	2.697	9.94	13	129.22	5.09	2012
7673	1/16/2012	Lesia Belt	0	West	5	Pinot Gris	white	3.741	12.47	3	37.41	5.559	2012
8392	1/16/2012	Vicki Kilkenny	0	West	5	Pinot Gris	white	3.741	12.47	25	311.75	6.8748	2012
5800	1/17/2012	Aiko Hamsher	0	East	6	Pinot Gris	white	3.741	12.47	12	149.64	6.762	2012
8879	1/17/2012	Aiko Hamsher	0	East	5	Sauvignon Blanc	white	2.697	8.99	26	233.74	6.7515	2012
1325	1/17/2012	Ben Gerry	1	East	5	Merlot	red	2.229	7.43	11	81.73	4.6515	2012
1158	1/17/2012	Karry Noell	0	East	6	Cabernet Sauvignon	red	3.624	12.08	23	277.84	7.665	2012
1356	1/17/2012	Jewel Copas	1	South	6	Merlot	red	2.229	7.31	6	43.86	3.363	2012
4797	1/17/2012	Tori Hastie	0	South	5	Cabernet Sauvignon	red	3.624	11.96	21	251.16	7.0015	2012
9257	1/17/2012	Deloras Mcfetridge	0	West	7	Cabernet Sauvignon	red	3.624	12.08	13	157.04	7.0992	2012
2688	1/18/2012	Nilda Hypolite	0	Central	8	Cabernet Sauvignon	red	3.624	11.65	23	267.95	7.11	2012
9738	1/18/2012	Aiko Hamsher	0	East	5	Chardonnay	white	3.15	10.5	19	199.5	6.804	2012
7979	1/18/2012	Eura Begay	0	North	7	Merlot	red	2.229	8.38	17	142.46	5.06	2012
5427	1/18/2012	Vicki Kilkenny	0	West	5	Pinot Gris	white	3.741	12.47	12	149.64	7.0584	2012
1318	1/19/2012	Dannette Saltsman	0	Central	6	Chardonnay	white	3.15	10.07	16	161.12	5.52	2012
7354	1/19/2012	Aiko Hamsher	0	East	6	Merlot	red	2.229	7.43	20	148.6	5.271	2012
3289	1/19/2012	Karry Noell	0	East	5	Chardonnay	white	3.15	10.5	50	525	9.765	2012
7971	1/19/2012	Karry Noell	0	East	5	Shiraz	red	6.051	20.17	19	383.23	11.214	2012
7323	1/19/2012	Mamie Fullington	0	South	5	Chardonnay	white	3.15	10.38	20	207.6	6.1275	2012
2031	1/19/2012	Lesia Belt	0	West	3	Cabernet Sauvignon	red	3.624	12.08	11	132.88	6.9666	2012
6804	1/19/2012	Lesia Belt	0	West	5	Chardonnay	white	3.15	10.5	5	52.5	5.2632	2012
3901	1/19/2012	Vicki Kilkenny	0	West	6	Cabernet Sauvignon	red	3.624	12.08	15	181.2	6.3444	2012
5121	1/19/2012	Vicki Kilkenny	0	West	6	Merlot	red	2.229	7.43	8	59.44	3.9678	2012
6099	1/20/2012	Dannette Saltsman	0	Central	5	Pinot Gris	white	3.741	12.04	32	385.28	8.23	2012
1882	1/20/2012	Eura Begay	0	North	7	Chardonnay	white	3.15	11.45	17	194.65	6.84	2012
1460	1/20/2012	Bianca Suchan	0	West	7	Cabernet Sauvignon	red	3.624	12.08	17	205.36	6.6504	2012
3427	1/20/2012	Deloras Mcfetridge	0	West	5	Sauvignon Blanc	white	2.697	8.99	15	134.85	5.0184	2012
1482	1/20/2012	Deloras Mcfetridge	0	West	6	Shiraz	red	6.051	20.17	16	322.72	11.7606	2012
6046	1/20/2012	Vicki Kilkenny	0	West	8	Merlot	red	2.229	7.43	12	89.16	4.2024	2012
1201	1/21/2012	Dannette Saltsman	0	Central	5	Merlot	red	2.229	7	14	98	4.77	2012
6346	1/21/2012	Ben Gerry	1	East	7	Riesling	white	2.097	6.99	7	48.93	4.0635	2012
1935	1/21/2012	Clement Arias	1	North	5	Pinot Gris	white	3.741	13.42	19	254.98	7.16	2012
7747	1/22/2012	Yolando Galicia	0	North	4	Pinot Gris	white	3.741	13.42	23	308.66	7.24	2012
6112	1/22/2012	Tori Hastie	0	South	6	Sauvignon Blanc	white	2.697	8.87	8	70.96	4.3035	2012
8096	1/22/2012	Lesia Belt	0	West	6	Merlot	red	2.229	7.43	12	89.16	4.0494	2012
9934	1/23/2012	Dannette Saltsman	0	Central	4	Merlot	red	2.229	7	13	91	4.39	2012
6366	1/23/2012	Aiko Hamsher	0	East	6	Chardonnay	white	3.15	10.5	25	262.5	6.6465	2012
9951	1/23/2012	Vicki Kilkenny	0	West	5	Riesling	white	2.097	6.99	12	83.88	4.131	2012
842	1/24/2012	Aiko Hamsher	0	East	6	Shiraz	red	6.051	20.17	15	302.55	11.1405	2012
7883	1/24/2012	Kym Velarde	0	East	5	Merlot	red	2.229	7.43	22	163.46	4.851	2012
9510	1/24/2012	Tori Hastie	0	South	6	Sauvignon Blanc	white	2.697	8.87	31	274.97	5.719	2012
497	1/25/2012	Ben Gerry	1	East	7	Cabernet Sauvignon	red	3.624	12.08	38	459.04	8.358	2012
3024	1/25/2012	Kym Velarde	0	East	6	Chardonnay	white	3.15	10.5	16	168	6.5835	2012
8214	1/25/2012	Kym Velarde	0	East	6	Chardonnay	white	3.15	10.5	10	105	5.2605	2012
3578	1/25/2012	Jewel Copas	1	South	6	Cabernet Sauvignon	red	3.624	11.96	15	179.4	6.2225	2012
7186	1/25/2012	Jewel Copas	1	South	6	Cabernet Sauvignon	red	3.624	11.96	9	107.64	5.89	2012
2228	1/25/2012	Tori Hastie	0	South	7	Pinot Gris	white	3.741	12.35	14	172.9	6.175	2012
1578	1/26/2012	Lolita Wass	0	Central	7	Riesling	white	2.097	6.56	5	32.8	3.74	2012
1266	1/26/2012	Eura Begay	0	North	5	Chardonnay	white	3.15	11.45	21	240.45	6.35	2012
4857	1/26/2012	Eura Begay	0	North	6	Merlot	red	2.229	8.38	20	167.6	4.8	2012
171	1/26/2012	Deloras Mcfetridge	0	West	5	Pinot Gris	white	3.741	12.47	7	87.29	6.5994	2012
4423	1/27/2012	Virgilio Mcelligott	1	Central	6	Pinot Gris	white	3.741	12.04	8	96.32	5.86	2012
6343	1/27/2012	Virgilio Mcelligott	1	Central	6	Riesling	white	2.097	6.56	6	39.36	3.75	2012
7758	1/27/2012	Aiko Hamsher	0	East	6	Pinot Gris	white	3.741	12.47	23	286.81	8.484	2012
6829	1/27/2012	Clement Arias	1	North	6	Merlot	red	2.229	8.38	11	92.18	4.24	2012
205	1/27/2012	Eura Begay	0	North	7	Cabernet Sauvignon	red	3.624	13.03	14	182.42	6.96	2012
8774	1/27/2012	Lavera Mccallie	0	South	4	Merlot	red	2.229	7.31	26	190.06	5.339	2012
4927	1/27/2012	Mamie Fullington	0	South	6	Merlot	red	2.229	7.31	12	87.72	3.9995	2012
4549	1/27/2012	Bianca Suchan	0	West	4	Shiraz	red	6.051	20.17	24	484.08	10.9752	2012
4011	1/28/2012	Ben Gerry	1	East	4	Merlot	red	2.229	7.43	21	156.03	5.4705	2012
6799	1/28/2012	Karry Noell	0	East	5	Merlot	red	2.229	7.43	11	81.73	4.0215	2012
7170	1/28/2012	Clement Arias	1	North	7	Cabernet Sauvignon	red	3.624	13.03	11	143.33	6.68	2012
7515	1/28/2012	Clement Arias	1	North	6	Pinot Gris	white	3.741	13.42	23	308.66	7.74	2012
9907	1/28/2012	Jewel Copas	1	South	6	Chardonnay	white	3.15	10.38	8	83.04	4.636	2012
9993	1/28/2012	Lavera Mccallie	0	South	8	Chardonnay	white	3.15	10.38	7	72.66	4.9875	2012
